"","BonusMalus","PayFreq","VehClass","VehPower","VehGas","VehAge","Garage","Area","Region","Channel","DrivGender","DrivAge","Marketing","Windscreen","TPL","Damage","Other","Theft","Fire","Total","Sev_Windscreen","Sev_TPL","Sev_Damage","Sev_Other","Sev_Theft","Sev_Fire","Sev_Total"
"4500","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",12,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",36,"M3",0,1,0,0,0,0,1,0,2858,0,0,0,0,2858
"4501","bonus","Annual","Cheaper","P2-P9","Regular",8,"Street","A7-A10+A12","Paris and South West","A","M",34,"M4",1,1,0,0,0,0,2,156,0,0,0,0,0,156
"4502","bonus","Annual","Cheaper","P2-P9","Regular",8,"Street","A7-A10+A12","Paris and South West","A","M",34,"M4",1,1,0,0,0,0,2,0,1121,0,0,0,0,1121
"4503","bonus","Annual","Cheapest","P10+P11+P12","Regular",1,"Opened & closed collective parking","A5+A6","Paris and South West","A","F",47,"M3",0,1,0,0,0,0,1,0,1539,0,0,0,0,1539
"4505","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",1,"Street","A7-A10+A12","Paris and South West","A","F",59,"M4",0,0,0,0,1,0,1,0,0,0,0,1664,0,1664
"4506","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",1,"Street","A7-A10+A12","Paris and South West","A","F",59,"M4",0,0,0,0,1,0,1,0,0,0,0,1697,0,1697
"4507","bonus","Annual","other","P10+P11+P12","Diesel",5,"Street","A2+A3+A4","Center","B+L","M",46,"M4",0,0,0,0,1,0,1,0,0,0,0,840,0,840
"4508","bonus","Annual","other","P13-P17","Diesel",2,"Closed zbox","A2+A3+A4","Center","B+L","M",45,"M1",0,1,1,0,0,0,2,0,31,0,0,0,0,31
"4509","bonus","Annual","other","P13-P17","Diesel",2,"Closed zbox","A2+A3+A4","Center","B+L","M",45,"M1",0,1,1,0,0,0,2,0,0,419,0,0,0,419
"4510","bonus","Annual","other","P13-P17","Diesel",2,"Closed zbox","A2+A3+A4","Center","B+L","M",45,"M1",0,1,1,0,0,0,2,0,32,0,0,0,0,32
"4511","bonus","Annual","other","P13-P17","Diesel",2,"Closed zbox","A2+A3+A4","Center","B+L","M",45,"M1",0,1,1,0,0,0,2,0,0,427,0,0,0,427
"4512","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",2,"Closed zbox","A5+A6","Center","B+L","F",46,"M1",0,1,0,0,0,0,1,0,4456,0,0,0,0,4456
"4513","bonus","Annual","Cheaper","P10+P11+P12","Regular",10,"Opened & closed collective parking","A2+A3+A4","Center","B+L","M",48,"M3",1,0,0,0,0,0,1,507,0,0,0,0,0,507
"4514","bonus","Annual","other","P10+P11+P12","Diesel",0,"Closed zbox","A2+A3+A4","Center","B+L","M",61,"M1",1,0,0,0,0,0,1,90,0,0,0,0,0,90
"4515","bonus","Annual","other","P13-P17","Diesel",8,"Closed zbox","A2+A3+A4","Center","B+L","M",29,"M1",1,0,0,0,0,0,1,364,0,0,0,0,0,364
"4516","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Opened & closed collective parking","A2+A3+A4","Center","B+L","M",48,"M3",1,0,0,0,0,0,1,256,0,0,0,0,0,256
"4517","bonus","Annual","Cheaper","P10+P11+P12","Diesel",4,"Closed zbox","A2+A3+A4","Center","B+L","M",27,"M1",0,0,0,0,1,0,1,0,0,0,0,898,0,898
"4518","bonus","Annual","other","P10+P11+P12","Diesel",11,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",35,"M3",1,0,0,0,0,0,1,368,0,0,0,0,0,368
"4519","bonus","Annual","other","P10+P11+P12","Diesel",11,"Opened & closed collective parking","A2+A3+A4","Center","B+L","F",35,"M3",1,0,0,0,0,0,1,375,0,0,0,0,0,375
"4520","bonus","Annual","other","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Center","B+L","M",82,"M1",2,1,0,0,0,0,3,173,0,0,0,0,0,173
"4521","bonus","Annual","other","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Center","B+L","M",82,"M1",2,1,0,0,0,0,3,0,480,0,0,0,0,480
"4522","bonus","Annual","other","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Center","B+L","M",82,"M1",2,1,0,0,0,0,3,141.5,0,0,0,0,0,141.5
"4523","bonus","Annual","Cheaper","P10+P11+P12","Diesel",4,"Closed zbox","A2+A3+A4","Center","B+L","F",27,"M1",0,1,0,0,0,0,1,0,160,0,0,0,0,160
"4524","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",4,"Closed zbox","A2+A3+A4","Center","B+L","M",29,"M1",1,0,0,0,0,0,1,533,0,0,0,0,0,533
"4525","bonus","Annual","Cheaper","P10+P11+P12","Regular",8,"Street","A2+A3+A4","Center","B+L","M",49,"M4",0,0,0,1,0,0,1,0,0,0,57,0,0,57
"4526","bonus","Annual","Cheapest","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A2+A3+A4","Center","B+L","M",41,"M3",0,1,0,0,0,0,1,0,80,0,0,0,0,80
"4527","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",4,"Closed zbox","A2+A3+A4","Center","B+L","F",39,"M1",1,0,0,0,0,0,1,90,0,0,0,0,0,90
"4528","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",4,"Closed zbox","A2+A3+A4","Center","B+L","F",39,"M1",1,0,0,0,0,0,1,92,0,0,0,0,0,92
"4529","bonus","Annual","Cheapest","P2-P9","Regular",3,"Opened & closed collective parking","A2+A3+A4","Center","B+L","M",54,"M3",0,1,0,0,0,0,1,0,612,0,0,0,0,612
"4530","bonus","Annual","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A2+A3+A4","Center","B+L","F",26,"M1",1,0,0,0,0,0,1,137,0,0,0,0,0,137
"4531","bonus","Annual","other","P13-P17","Regular",6,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",45,"M1",1,1,0,0,0,0,2,0,897,0,0,0,0,897
"4532","bonus","Annual","other","P13-P17","Regular",6,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",45,"M1",1,1,0,0,0,0,2,317,0,0,0,0,0,317
"4533","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",9,"Closed zbox","A5+A6","Headquarters","B+L","M",29,"M1",0,0,0,0,0,1,1,0,0,0,0,0,4504,4504
"4534","bonus","Annual","Cheaper","P10+P11+P12","Diesel",2,"Closed zbox","A5+A6","Headquarters","B+L","M",39,"M1",0,1,0,0,0,0,1,0,2452,0,0,0,0,2452
"4535","bonus","Annual","Cheaper","P10+P11+P12","Diesel",0,"Closed zbox","A5+A6","Headquarters","B+L","M",33,"M1",0,1,0,0,0,0,1,0,225,0,0,0,0,225
"4536","bonus","Annual","Cheaper","P10+P11+P12","Diesel",0,"Closed zbox","A5+A6","Headquarters","B+L","M",33,"M1",0,1,0,0,0,0,1,0,230,0,0,0,0,230
"4537","bonus","Annual","Cheapest","P2-P9","Regular",13,"Closed zbox","A7-A10+A12","Headquarters","B+L","F",87,"M1",0,1,0,0,0,0,1,0,201,0,0,0,0,201
"4538","bonus","Annual","Cheapest","P2-P9","Regular",13,"Closed zbox","A7-A10+A12","Headquarters","B+L","F",87,"M1",1,0,0,0,0,0,1,146,0,0,0,0,0,146
"4539","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Opened & closed collective parking","A7-A10+A12","Headquarters","B+L","M",30,"M2",0,0,0,0,1,0,1,0,0,0,0,2917,0,2917
"4540","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",26,"M1",1,0,0,0,0,0,1,325,0,0,0,0,0,325
"4541","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Closed zbox","A2+A3+A4","Headquarters","B+L","M",26,"M1",1,0,0,0,0,0,1,332,0,0,0,0,0,332
"4542","malus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Closed zbox","A5+A6","Headquarters","B+L","F",20,"M1",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"4543","bonus","Annual","Cheapest","P10+P11+P12","Regular",3,"Opened & closed collective parking","A7-A10+A12","Headquarters","B+L","F",53,"M2",0,1,0,0,0,0,1,0,420,0,0,0,0,420
"4544","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",11,"Opened & closed collective parking","A7-A10+A12","Paris and South West","B+L","M",48,"M2",0,1,0,0,0,0,1,0,347,0,0,0,0,347
"4545","bonus","Annual","Cheaper","P2-P9","Regular",11,"Street","A5+A6","Paris and South West","B+L","M",43,"M4",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"4546","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Headquarters","A","M",28,"M1",0,2,0,0,0,0,2,0,206,0,0,0,0,206
"4547","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A5+A6","Headquarters","A","M",28,"M1",0,2,0,0,0,0,2,0,175.5,0,0,0,0,175.5
"4548","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",2,"Closed zbox","A2+A3+A4","Paris and South West","B+L","M",74,"M1",1,0,0,0,0,0,1,494,0,0,0,0,0,494
"4549","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Closed zbox","A2+A3+A4","Paris and South West","B+L","M",74,"M1",1,0,0,0,0,0,1,484,0,0,0,0,0,484
"4550","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",13,"Street","A7-A10+A12","Paris and South West","A","M",42,"M4",1,0,0,0,0,0,1,167,0,0,0,0,0,167
"4551","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",4,"Street","A7-A10+A12","Paris and South West","A","M",68,"M4",1,0,0,0,0,0,1,316,0,0,0,0,0,316
"4552","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Street","A7-A10+A12","Paris and South West","A","M",36,"M4",0,0,1,0,0,0,1,0,0,872,0,0,0,872
"4553","bonus","Annual","Cheapest","P2-P9","Regular",15,"Street","A7-A10+A12","Paris and South West","A","M",45,"M4",0,0,0,0,0,1,1,0,0,0,0,0,87,87
"4554","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",8,"Street","A7-A10+A12","Paris and South West","A","M",45,"M4",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"4555","bonus","Annual","Cheaper","P10+P11+P12","Diesel",4,"Closed zbox","A7-A10+A12","Paris and South West","A","M",56,"M1",0,0,1,0,0,0,1,0,0,1501,0,0,0,1501
"4556","bonus","Annual","Cheaper","P10+P11+P12","Diesel",4,"Closed zbox","A7-A10+A12","Paris and South West","A","M",57,"M1",0,0,1,0,0,0,1,0,0,1531,0,0,0,1531
"4557","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",4,"Opened & closed collective parking","A2+A3+A4","Center","A","M",28,"M3",0,1,0,0,1,0,2,0,152,0,0,0,0,152
"4558","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",4,"Opened & closed collective parking","A2+A3+A4","Center","A","M",28,"M3",0,1,0,0,1,0,2,0,0,0,0,524,0,524
"4559","bonus","bi+monthly+quarterly","other","P13-P17","Regular",12,"Closed zbox","A2+A3+A4","Center","A","M",62,"M1",1,0,0,0,0,0,1,458,0,0,0,0,0,458
"4560","bonus","Annual","other","P13-P17","Diesel",1,"Closed zbox","A2+A3+A4","Center","A","F",35,"M1",1,0,0,0,0,0,1,436,0,0,0,0,0,436
"4561","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","M",37,"M3",0,0,0,0,0,1,1,0,0,0,0,0,1095,1095
"4562","bonus","Annual","Cheapest","P2-P9","Regular",9,"Street","A2+A3+A4","Center","A","M",29,"M4",1,0,0,0,0,0,1,241,0,0,0,0,0,241
"4563","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",7,"Closed zbox","A7-A10+A12","Headquarters","B+L","M",24,"M1",0,1,0,0,0,0,1,0,154,0,0,0,0,154
"4564","bonus","Annual","other","P13-P17","Regular",1,"Closed zbox","A2+A3+A4","Center","A","M",55,"M1",0,1,0,0,0,0,1,0,3058,0,0,0,0,3058
"4565","bonus","Annual","other","P13-P17","Diesel",6,"Closed zbox","A2+A3+A4","Center","A","M",39,"M1",0,0,0,0,1,0,1,0,0,0,0,1596,0,1596
"4566","bonus","Annual","other","P13-P17","Diesel",6,"Closed zbox","A2+A3+A4","Center","A","M",39,"M1",0,0,0,0,1,0,1,0,0,0,0,1628,0,1628
"4567","bonus","Annual","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A2+A3+A4","Center","A","M",36,"M2",1,0,1,0,0,0,2,0,0,2805,0,0,0,2805
"4568","bonus","Annual","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A2+A3+A4","Center","A","M",36,"M2",1,0,1,0,0,0,2,355,0,0,0,0,0,355
"4569","bonus","Annual","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A2+A3+A4","Center","A","M",36,"M2",1,0,1,0,0,0,2,362,0,0,0,0,0,362
"4570","bonus","Annual","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A2+A3+A4","Center","A","M",36,"M2",1,0,1,0,0,0,2,0,0,2861,0,0,0,2861
"4571","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",3,"Opened & closed collective parking","A5+A6","Center","A","F",37,"M2",0,1,0,0,0,0,1,0,553,0,0,0,0,553
"4572","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",10,"Closed zbox","A2+A3+A4","Center","A","F",37,"M1",0,1,0,0,0,0,1,0,527,0,0,0,0,527
"4573","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",2,"Closed zbox","A2+A3+A4","Center","A","F",45,"M1",0,1,0,0,0,0,1,0,252,0,0,0,0,252
"4574","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",0,"Closed zbox","A2+A3+A4","Center","A","F",45,"M1",1,0,0,0,0,0,1,211,0,0,0,0,0,211
"4576","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",7,"Opened & closed collective parking","A5+A6","Center","A","M",57,"M2",0,0,1,0,0,0,1,0,0,2580,0,0,0,2580
"4577","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",42,"M1",2,0,1,0,0,0,3,0,0,1681,0,0,0,1681
"4578","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",42,"M1",2,0,1,0,0,0,3,131.5,0,0,0,0,0,131.5
"4579","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",42,"M1",2,0,1,0,0,0,3,133.5,0,0,0,0,0,133.5
"4580","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",8,"Closed zbox","A2+A3+A4","Center","A","M",42,"M1",1,0,0,0,0,0,1,272,0,0,0,0,0,272
"4581","bonus","Annual","Cheapest","P2-P9","Regular",14,"Opened & closed collective parking","A5+A6","Center","A","F",36,"M2",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"4582","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Closed zbox","A2+A3+A4","Center","A","F",30,"M1",0,1,0,0,0,0,1,0,476,0,0,0,0,476
"4583","malus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",6,"Opened & closed collective parking","A5+A6","Center","A","M",25,"M2",0,0,1,0,0,0,1,0,0,42,0,0,0,42
"4584","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",2,"Closed zbox","A2+A3+A4","Center","A","M",36,"M1",1,1,0,0,0,0,2,152,0,0,0,0,0,152
"4585","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",2,"Closed zbox","A2+A3+A4","Center","A","M",36,"M1",1,1,0,0,0,0,2,0,1792,0,0,0,0,1792
"4586","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",0,"Closed zbox","A5+A6","Center","A","F",28,"M1",1,0,0,0,0,0,1,380,0,0,0,0,0,380
"4587","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",1,"Closed zbox","A5+A6","Center","A","F",29,"M1",1,0,0,0,0,0,1,324,0,0,0,0,0,324
"4588","bonus","Annual","Cheaper","P10+P11+P12","Regular",11,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",53,"M3",0,1,0,0,0,0,1,0,897,0,0,0,0,897
"4589","bonus","Annual","Cheaper","P10+P11+P12","Regular",11,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",54,"M3",0,0,0,0,1,0,1,0,0,0,0,33,0,33
"4590","bonus","Annual","other","P10+P11+P12","Diesel",12,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",54,"M3",0,1,0,0,0,0,1,0,23,0,0,0,0,23
"4591","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",6,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",58,"M2",0,1,0,0,0,0,1,0,240,0,0,0,0,240
"4592","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Street","A5+A6","Paris and South West","A","M",62,"M4",1,0,0,0,0,0,1,441,0,0,0,0,0,441
"4593","bonus","bi+monthly+quarterly","other","P13-P17","Regular",7,"Street","A5+A6","Paris and South West","A","M",62,"M4",1,0,0,0,0,0,1,450,0,0,0,0,0,450
"4595","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",15,"Opened & closed collective parking","A5+A6","Paris and South West","A","F",22,"M2",0,0,0,1,0,0,1,0,0,0,443,0,0,443
"4596","bonus","Annual","other","P10+P11+P12","Diesel",5,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",56,"M3",0,1,0,0,1,0,2,0,0,0,0,692,0,692
"4597","bonus","Annual","other","P10+P11+P12","Diesel",5,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",56,"M3",0,1,0,0,1,0,2,0,2185,0,0,0,0,2185
"4598","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",4,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",36,"M2",1,0,0,0,0,0,1,1001,0,0,0,0,0,1001
"4599","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",0,"Closed zbox","A7-A10+A12","Paris and South West","A","F",40,"M1",1,0,0,0,0,0,1,314,0,0,0,0,0,314
"4600","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Closed zbox","A7-A10+A12","Paris and South West","A","F",41,"M1",1,0,0,0,0,0,1,320,0,0,0,0,0,320
"4601","bonus","Annual","other","P13-P17","Diesel",13,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",52,"M3",1,0,0,0,0,0,1,161,0,0,0,0,0,161
"4602","bonus","Annual","other","P13-P17","Diesel",14,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",53,"M3",0,1,0,0,0,0,1,0,1526,0,0,0,0,1526
"4603","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",4,"Street","A7-A10+A12","Paris and South West","A","M",44,"M4",0,1,0,0,0,0,1,0,310,0,0,0,0,310
"4604","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",5,"Street","A7-A10+A12","Paris and South West","A","M",44,"M4",0,1,0,0,0,0,1,0,561,0,0,0,0,561
"4605","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",50,"M3",0,0,1,0,0,0,1,0,0,148,0,0,0,148
"4606","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",4,"Closed zbox","A7-A10+A12","Paris and South West","A","M",48,"M1",0,1,0,0,0,0,1,0,1639,0,0,0,0,1639
"4607","bonus","bi+monthly+quarterly","other","P13-P17","Diesel",7,"Closed zbox","A7-A10+A12","Paris and South West","A","M",31,"M1",1,0,0,0,0,0,1,88,0,0,0,0,0,88
"4608","bonus","Annual","Cheapest","P2-P9","Regular",8,"Street","A7-A10+A12","Paris and South West","A","F",45,"M4",0,1,0,0,0,0,1,0,1345,0,0,0,0,1345
"4609","bonus","Annual","Cheapest","P2-P9","Regular",8,"Street","A7-A10+A12","Paris and South West","A","F",45,"M4",0,1,0,0,0,0,1,0,1372,0,0,0,0,1372
"4610","bonus","Annual","Cheaper","P13-P17","Regular",8,"Closed zbox","A7-A10+A12","Paris and South West","A","M",48,"M1",0,1,0,0,0,0,1,0,354,0,0,0,0,354
"4611","bonus","Annual","Cheaper","P13-P17","Regular",8,"Closed zbox","A7-A10+A12","Paris and South West","A","M",48,"M1",0,1,0,0,0,1,2,0,0,0,0,0,988,988
"4612","bonus","Annual","Cheaper","P13-P17","Regular",8,"Closed zbox","A7-A10+A12","Paris and South West","A","M",48,"M1",0,1,0,0,0,1,2,0,361,0,0,0,0,361
"4613","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",37,"M2",0,2,0,0,0,0,2,0,46,0,0,0,0,46
"4614","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",37,"M2",0,2,0,0,0,0,2,0,436,0,0,0,0,436
"4615","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",1,"Opened & closed collective parking","A5+A6","Headquarters","B+L","M",37,"M2",0,1,0,0,0,0,1,0,889,0,0,0,0,889
"4616","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A2+A3+A4","Headquarters","B+L","M",33,"M2",0,0,0,0,0,1,1,0,0,0,0,0,9899,9899
"4617","bonus","bi+monthly+quarterly","Cheapest","P2-P9","Regular",9,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",28,"M3",0,1,0,0,0,0,1,0,635,0,0,0,0,635
"4618","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",16,"Street","A7-A10+A12","Headquarters","B+L","M",48,"M4",0,1,0,0,0,0,1,0,1794,0,0,0,0,1794
"4619","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",2,"Closed zbox","A7-A10+A12","Paris and South West","A","M",68,"M1",1,0,0,0,0,0,1,148,0,0,0,0,0,148
"4620","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",2,"Closed zbox","A7-A10+A12","Paris and South West","A","M",68,"M1",1,0,0,0,0,0,1,151,0,0,0,0,0,151
"4621","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",13,"Closed zbox","A7-A10+A12","Paris and South West","A","M",36,"M1",1,0,0,0,0,0,1,181,0,0,0,0,0,181
"4622","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Diesel",7,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","M",32,"M3",1,0,0,0,0,0,1,76,0,0,0,0,0,76
"4623","bonus","Annual","other","P10+P11+P12","Regular",9,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",42,"M3",0,1,0,0,0,0,1,0,24,0,0,0,0,24
"4624","bonus","Annual","other","P13-P17","Diesel",6,"Closed zbox","A2+A3+A4","Paris and South West","A","M",41,"M1",0,1,0,0,0,0,1,0,1008,0,0,0,0,1008
"4625","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",2,"Opened & closed collective parking","A5+A6","Paris and South West","A","F",43,"M2",0,1,0,0,0,0,1,0,277,0,0,0,0,277
"4626","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A5+A6","Paris and South West","A","F",44,"M2",1,1,0,0,0,0,2,0,283,0,0,0,0,283
"4627","bonus","bi+monthly+quarterly","other","P10+P11+P12","Diesel",3,"Opened & closed collective parking","A5+A6","Paris and South West","A","F",44,"M2",1,1,0,0,0,0,2,352,0,0,0,0,0,352
"4628","bonus","Annual","Cheapest","P2-P9","Regular",27,"Closed zbox","A5+A6","Paris and South West","A","F",50,"M1",0,1,0,0,0,0,1,0,51,0,0,0,0,51
"4629","bonus","bi+monthly+quarterly","other","P13-P17","Regular",9,"Street","A5+A6","Paris and South West","A","M",41,"M4",0,1,0,0,0,0,1,0,1402,0,0,0,0,1402
"4630","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",7,"Street","A5+A6","Paris and South West","A","F",25,"M4",0,1,0,0,0,0,1,0,505,0,0,0,0,505
"4631","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",7,"Street","A5+A6","Paris and South West","A","F",25,"M4",0,2,0,0,0,0,2,0,448.5,0,0,0,0,448.5
"4632","bonus","bi+monthly+quarterly","Cheapest","P10+P11+P12","Regular",7,"Street","A5+A6","Paris and South West","A","F",25,"M4",0,2,0,0,0,0,2,0,257.5,0,0,0,0,257.5
"4633","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",6,"Closed zbox","A2+A3+A4","Paris and South West","A","M",33,"M1",1,0,0,0,0,0,1,291,0,0,0,0,0,291
"4634","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",6,"Closed zbox","A2+A3+A4","Paris and South West","A","M",33,"M1",1,0,0,0,0,0,1,297,0,0,0,0,0,297
"4635","bonus","Annual","Cheapest","P10+P11+P12","Diesel",4,"Closed zbox","A2+A3+A4","Paris and South West","A","F",45,"M1",1,0,0,0,0,0,1,269,0,0,0,0,0,269
"4636","bonus","Annual","Cheapest","P10+P11+P12","Diesel",4,"Closed zbox","A2+A3+A4","Paris and South West","A","F",45,"M1",1,0,0,0,0,0,1,274,0,0,0,0,0,274
"4637","bonus","Annual","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A7-A10+A12","Paris and South West","A","F",42,"M1",0,1,0,0,0,0,1,0,91,0,0,0,0,91
"4638","bonus","Annual","Cheaper","P10+P11+P12","Diesel",5,"Closed zbox","A7-A10+A12","Paris and South West","A","F",42,"M1",0,1,0,0,0,0,1,0,93,0,0,0,0,93
"4639","bonus","Annual","other","P13-P17","Regular",9,"Opened & closed collective parking","A7-A10+A12","Paris and South West","A","F",61,"M3",0,0,0,0,0,1,1,0,0,0,0,0,1095,1095
"4640","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",1,"Closed zbox","A7-A10+A12","Paris and South West","A","M",56,"M1",0,0,1,0,0,0,1,0,0,1894,0,0,0,1894
"4642","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Regular",0,"Opened & closed collective parking","A5+A6","Paris and South West","A","M",23,"M2",1,0,0,0,0,0,1,195,0,0,0,0,0,195
"4643","bonus","Annual","Cheapest","P10+P11+P12","Diesel",2,"Closed zbox","A7-A10+A12","Paris and South West","A","M",29,"M1",0,1,0,0,0,0,1,0,220,0,0,0,0,220
"4644","bonus","bi+monthly+quarterly","other","P10+P11+P12","Regular",11,"Closed zbox","A7-A10+A12","Paris and South West","A","M",47,"M1",0,0,0,1,0,0,1,0,0,0,81,0,0,81
"4645","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",4,"Street","A7-A10+A12","Paris and South West","A","F",29,"M4",0,0,0,0,1,0,1,0,0,0,0,1148,0,1148
"4646","bonus","bi+monthly+quarterly","Cheaper","P10+P11+P12","Diesel",5,"Street","A7-A10+A12","Paris and South West","A","F",30,"M4",0,0,0,0,1,0,1,0,0,0,0,1171,0,1171
